Abstract_tokens,DocTitle_tokens,phase,Publication Year,extended
"['sector', 'scenario', 'retrieval', 'opendata', 'search', 'metadata', 'interface', 'opendata', 'search', 'engine', 'table', 'content', 'metadata', 'search', 'engine', 'similarity', 'opendata', 'candidate', 'dataset', 'input', 'query', 'table', 'intention', 'extension', 'experiment', 'task']","['search', 'engine', 'sector']",phase5,2021,"['sector', 'scenario', 'retrieval', 'opendata', 'search', 'metadata', 'interface', 'opendata', 'search', 'engine', 'table', 'content', 'metadata', 'search', 'engine', 'similarity', 'opendata', 'candidate', 'dataset', 'input', 'query', 'table', 'intention', 'extension', 'experiment', 'task', 'search', 'engine', 'sector']"
"['sensing', 'retrieval', 'sensor', 'platform', 'forest', 'dimension', 'label', 'space', 'agency', 'center', 'ministry', 'training', 'dataset', 'satellite', 'imagery', 'european', 'space', 'agency', 'label', 'element', 'imagery', 'image', 'fusion', 'basis', 'space', 'fusion', 'dimension', 'fusion', 'earth', 'observation', 'sensor', 'domain', 'survey', 'forest', 'fusion', 'earth', 'observation', 'field', 'survey', 'forest', 'test', 'dataset', 'training', 'ai', 'algorithm']","['benchmark', 'estimation', 'forest', 'parameter', 'series']",phase6,2023,"['sensing', 'retrieval', 'sensor', 'platform', 'forest', 'dimension', 'label', 'space', 'agency', 'center', 'ministry', 'training', 'dataset', 'satellite', 'imagery', 'european', 'space', 'agency', 'label', 'element', 'imagery', 'image', 'fusion', 'basis', 'space', 'fusion', 'dimension', 'fusion', 'earth', 'observation', 'sensor', 'domain', 'survey', 'forest', 'fusion', 'earth', 'observation', 'field', 'survey', 'forest', 'test', 'dataset', 'training', 'ai', 'algorithm', 'benchmark', 'estimation', 'forest', 'parameter', 'series']"
"['organization', 'access', 'sensor', 'image', 'satellite', 'image', 'computing', 'facility', 'architecture']","['management', 'sensor', 'opensource']",phase1,2011,"['organization', 'access', 'sensor', 'image', 'satellite', 'image', 'computing', 'facility', 'architecture', 'management', 'sensor', 'opensource']"
"['lack', 'forest', 'link', 'knowledge', 'ecosystem', 'distribution', 'ecosystem', 'imagery', 'ecosystem', 'extent', 'mapping', 'workflow', 'understanding', 'characteristic', 'driver', 'setting', 'country', 'workflow', 'dataset', 'cover', 'extent', 'distribution', 'forest', 'extent', 'output', 'ocean', 'account', 'gap', 'mapping', 'ocean', 'asset', 'gap', 'management', 'protection', 'ecosystem']","['scale', 'mapping', 'forest', 'knowledge', 'gap', 'opendata', 'cube']",phase6,2024,"['lack', 'forest', 'link', 'knowledge', 'ecosystem', 'distribution', 'ecosystem', 'imagery', 'ecosystem', 'extent', 'mapping', 'workflow', 'understanding', 'characteristic', 'driver', 'setting', 'country', 'workflow', 'dataset', 'cover', 'extent', 'distribution', 'forest', 'extent', 'output', 'ocean', 'account', 'gap', 'mapping', 'ocean', 'asset', 'gap', 'management', 'protection', 'ecosystem', 'scale', 'mapping', 'forest', 'knowledge', 'gap', 'opendata', 'cube']"
"['quality', 'enterprise', 'quality', 'process', 'process', 'advantage', 'focus', 'integration', 'integration']",['platform'],phase5,2020,"['quality', 'enterprise', 'quality', 'process', 'process', 'advantage', 'focus', 'integration', 'integration', 'platform']"
"['search', 'engine', 'order', 'performance', 'subject', 'fusion', 'task', 'promise', 'quantity', 'feature', 'bigdata', 'scenario', 'evaluation', 'methodology', 'community', 'comparison', 'literature', 'variation', 'dataset', 'metric', 'baseline', 'difficulty', 'platform', 'comparison', 'algorithm', 'quality', 'prototype', 'algorithm', 'prototype', 'potential']","['science', 'platform', 'evaluation', 'fusion']",phase4,2018,"['search', 'engine', 'order', 'performance', 'subject', 'fusion', 'task', 'promise', 'quantity', 'feature', 'bigdata', 'scenario', 'evaluation', 'methodology', 'community', 'comparison', 'literature', 'variation', 'dataset', 'metric', 'baseline', 'difficulty', 'platform', 'comparison', 'algorithm', 'quality', 'prototype', 'algorithm', 'prototype', 'potential', 'science', 'platform', 'evaluation', 'fusion']"
"['lod', 'sparql', 'query', 'language', 'query', 'sparql', 'query', 'rule', 'language', 'query', 'query', 'intention', 'query', 'graph', 'algorithm', 'pattern', 'rule', 'mapping', 'type', 'graph', 'node', 'recall', 'experiment', 'test', 'evaluation', 'field', 'learning']","['query', 'language']",phase4,2017,"['lod', 'sparql', 'query', 'language', 'query', 'sparql', 'query', 'rule', 'language', 'query', 'query', 'intention', 'query', 'graph', 'algorithm', 'pattern', 'rule', 'mapping', 'type', 'graph', 'node', 'recall', 'experiment', 'test', 'evaluation', 'field', 'learning', 'query', 'language']"
"['demand', 'student', 'community', 'student', 'app', 'student', 'university', 'app', 'prototype', 'python', 'user', 'platform', 'process', 'option', 'student', 'location', 'ease', 'prototype', 'cost', 'student', 'innovation', 'student']","['student', 'opendata', 'visualization', 'decision']",phase6,2024,"['demand', 'student', 'community', 'student', 'app', 'student', 'university', 'app', 'prototype', 'python', 'user', 'platform', 'process', 'option', 'student', 'location', 'ease', 'prototype', 'cost', 'student', 'innovation', 'student', 'student', 'opendata', 'visualization', 'decision']"
"['chapter', 'introduction']",['interoperability'],phase3,2016,"['chapter', 'introduction', 'interoperability']"
"['meter', 'monitoring', 'anomaly', 'point', 'anomaly', 'monitoring', 'operation', 'power', 'meter', 'monitoring', 'anomaly', 'opensource', 'power', 'load', 'meter', 'power', 'meter', 'meter', 'voltage', 'power', 'factor', 'power', 'power', 'parameter', 'demand', 'monitoring', 'opensource', 'function', 'meter', 'driver', 'location', 'meter', 'type', 'accuracy', 'experiment', 'monitoring', 'accuracy', 'life']","['monitoring', 'anomaly', 'power', 'meter', 'driver', 'opensource']",phase6,2024,"['meter', 'monitoring', 'anomaly', 'point', 'anomaly', 'monitoring', 'operation', 'power', 'meter', 'monitoring', 'anomaly', 'opensource', 'power', 'load', 'meter', 'power', 'meter', 'meter', 'voltage', 'power', 'factor', 'power', 'power', 'parameter', 'demand', 'monitoring', 'opensource', 'function', 'meter', 'driver', 'location', 'meter', 'type', 'accuracy', 'experiment', 'monitoring', 'accuracy', 'life', 'monitoring', 'anomaly', 'power', 'meter', 'driver', 'opensource']"
"['planning', 'government', 'organization', 'agency', 'institution', 'eu', 'opendata', 'regulation', 'city', 'infrastructure', 'provision', 'ogd', 'government', 'planning', 'form', 'extent', 'list', 'europe', 'accessibility', 'reuse', 'view']","['availability', 'accessibility', 'planning']",phase6,2023,"['planning', 'government', 'organization', 'agency', 'institution', 'eu', 'opendata', 'regulation', 'city', 'infrastructure', 'provision', 'ogd', 'government', 'planning', 'form', 'extent', 'list', 'europe', 'accessibility', 'reuse', 'view', 'availability', 'accessibility', 'planning']"
"['sensor', 'today', 'input', 'mobile', 'web', 'format', 'developer', 'interface', 'platform', 'repository', 'specification', 'platform', 'opendata', 'format', 'format', 'frequency', 'period', 'factor', 'frequency', 'precision', 'developer']","['specification', 'repository', 'opendata']",phase2,2014,"['sensor', 'today', 'input', 'mobile', 'web', 'format', 'developer', 'interface', 'platform', 'repository', 'specification', 'platform', 'opendata', 'format', 'format', 'frequency', 'period', 'factor', 'frequency', 'precision', 'developer', 'specification', 'repository', 'opendata']"
"['power', 'bigdata', 'opendata', 'power', 'bigdata', 'topic', 'government', 'privacy', 'framework', 'privacy', 'pipeline', 'bigdata', 'privacy', 'processing', 'pipeline', 'step', 'process', 'flow', 'privacy', 'assurance', 'dataset', 'complexity', 'process', 'flow', 'pipeline', 'prototype', 'feasibility', 'framework', 'bigdata', 'industry']","['privacy', 'pipeline', 'bigdata']",phase3,2016,"['power', 'bigdata', 'opendata', 'power', 'bigdata', 'topic', 'government', 'privacy', 'framework', 'privacy', 'pipeline', 'bigdata', 'privacy', 'processing', 'pipeline', 'step', 'process', 'flow', 'privacy', 'assurance', 'dataset', 'complexity', 'process', 'flow', 'pipeline', 'prototype', 'feasibility', 'framework', 'bigdata', 'industry', 'privacy', 'pipeline', 'bigdata']"
"['web', 'era', 'location', 'format', 'field', 'dataanalysis', 'decision', 'process', 'opendata', 'collection', 'evaluation', 'process', 'quality', 'opendata', 'quality', 'processing', 'opendata', 'quality', 'quality', 'evaluation', 'stage', 'evaluation', 'situation', 'quality', 'evaluation', 'characteristic', 'multi', 'quality', 'opendata', 'quality', 'quality', 'opendata', 'processing', 'order', 'quality', 'support', 'dataanalysis', 'intelligence']","['quality', 'evaluation', 'web', 'era']",phase6,2023,"['web', 'era', 'location', 'format', 'field', 'dataanalysis', 'decision', 'process', 'opendata', 'collection', 'evaluation', 'process', 'quality', 'opendata', 'quality', 'processing', 'opendata', 'quality', 'quality', 'evaluation', 'stage', 'evaluation', 'situation', 'quality', 'evaluation', 'characteristic', 'multi', 'quality', 'opendata', 'quality', 'quality', 'opendata', 'processing', 'order', 'quality', 'support', 'dataanalysis', 'intelligence', 'quality', 'evaluation', 'web', 'era']"
"['object', 'cluster', 'parameter', 'evolution', 'core', 'age', 'relation', 'parameter', 'connection', 'coverage', 'parameter', 'space', 'sample', 'range', 'age', 'log', 'distance', 'release', 'member', 'star', 'algorithm', 'space', 'object', 'relation', 'parameter', 'scenario', 'interaction', 'structure', 'loss', 'strength', 'field', 'correlation', 'ratio', 'age', 'sequence', 'consequence', 'formation', 'condition']","['cluster', 'release']",phase5,2020,"['object', 'cluster', 'parameter', 'evolution', 'core', 'age', 'relation', 'parameter', 'connection', 'coverage', 'parameter', 'space', 'sample', 'range', 'age', 'log', 'distance', 'release', 'member', 'star', 'algorithm', 'space', 'object', 'relation', 'parameter', 'scenario', 'interaction', 'structure', 'loss', 'strength', 'field', 'correlation', 'ratio', 'age', 'sequence', 'consequence', 'formation', 'condition', 'cluster', 'release']"
"['cube', 'initiative', 'support', 'committee', 'earth', 'observation', 'satellite', 'ceo', 'engineering', 'art', 'suite', 'product', 'earth', 'observation', 'summary', 'architecture', 'opendata', 'cube', 'community', 'user', 'odc', 'environment', 'user', 'environment', 'purpose', 'odc', 'architecture', 'necessity', 'user', 'server', 'management', 'resource', 'usage', 'user', 'access', 'server', 'access', 'odc', 'environment', 'exploration', 'earth', 'observation']","['architecture', 'amazon', 'cube']",phase5,2020,"['cube', 'initiative', 'support', 'committee', 'earth', 'observation', 'satellite', 'ceo', 'engineering', 'art', 'suite', 'product', 'earth', 'observation', 'summary', 'architecture', 'opendata', 'cube', 'community', 'user', 'odc', 'environment', 'user', 'environment', 'purpose', 'odc', 'architecture', 'necessity', 'user', 'server', 'management', 'resource', 'usage', 'user', 'access', 'server', 'access', 'odc', 'environment', 'exploration', 'earth', 'observation', 'architecture', 'amazon', 'cube']"
"['loop', 'capacity', 'input', 'operation', 'rate', 'type', 'circuit', 'surface', 'circuit', 'circuit', 'circuit', 'objective', 'output', 'unit', 'input', 'signal', 'noise', 'ratio']","['phase', 'loop']",phase1,2009,"['loop', 'capacity', 'input', 'operation', 'rate', 'type', 'circuit', 'surface', 'circuit', 'circuit', 'circuit', 'objective', 'output', 'unit', 'input', 'signal', 'noise', 'ratio', 'phase', 'loop']"
"['variety', 'iot', 'concept', 'intervention', 'device', 'interaction', 'device', 'device', 'behavior', 'task', 'apis', 'support', 'device', 'device', 'control', 'api', 'ontology', 'opendata', 'interaction', 'control', 'request', 'form', 'ontology', 'ontology', 'mechanism', 'link', 'dataset']","['control', 'iot', 'opendata']",phase4,2017,"['variety', 'iot', 'concept', 'intervention', 'device', 'interaction', 'device', 'device', 'behavior', 'task', 'apis', 'support', 'device', 'device', 'control', 'api', 'ontology', 'opendata', 'interaction', 'control', 'request', 'form', 'ontology', 'ontology', 'mechanism', 'link', 'dataset', 'control', 'iot', 'opendata']"
"['protection', 'traffic', 'switch', 'standard', 'order']","['protection', 'center']",phase6,2023,"['protection', 'traffic', 'switch', 'standard', 'order', 'protection', 'center']"
"['log', 'analytic', 'scheduling', 'cloud', 'environment', 'order', 'probability', 'machine', 'analytic', 'log', 'cloud', 'methodology', 'scheduling', 'cloud', 'cloud', 'scheduling', 'cloud', 'analytic', 'log', 'capacity', 'planning', 'analytic', 'investigation', 'tracking', 'perception', 'optimization', 'utilization']","['log', 'analytic', 'scheduling', 'cloud']",phase2,2014,"['log', 'analytic', 'scheduling', 'cloud', 'environment', 'order', 'probability', 'machine', 'analytic', 'log', 'cloud', 'methodology', 'scheduling', 'cloud', 'cloud', 'scheduling', 'cloud', 'analytic', 'log', 'capacity', 'planning', 'analytic', 'investigation', 'tracking', 'perception', 'optimization', 'utilization', 'log', 'analytic', 'scheduling', 'cloud']"
"['difficulty', 'boundary', 'condition', 'network', 'boundary', 'training', 'idea', 'relationship', 'station', 'ocean', 'sea', 'china', 'boundary', 'condition']","['boundary', 'condition']",phase1,2009,"['difficulty', 'boundary', 'condition', 'network', 'boundary', 'training', 'idea', 'relationship', 'station', 'ocean', 'sea', 'china', 'boundary', 'condition', 'boundary', 'condition']"
"['opensource', 'topic', 'text', 'metadata', 'publication', 'group', 'user', 'medium', 'processing', 'publication', 'collection', 'sentiment', 'classification', 'topic', 'implementation', 'monitoring', 'platform', 'testing', 'medium', 'region', 'mode']","['climate', 'opendata']",phase6,2023,"['opensource', 'topic', 'text', 'metadata', 'publication', 'group', 'user', 'medium', 'processing', 'publication', 'collection', 'sentiment', 'classification', 'topic', 'implementation', 'monitoring', 'platform', 'testing', 'medium', 'region', 'mode', 'climate', 'opendata']"
"['ocean', 'imagery', 'internet', 'web', 'map', 'protocol', 'file', 'distribution', 'protocol', 'image', 'property', 'image', 'layer', 'dimension', 'functionality', 'protocol', 'user', 'map', 'image', 'protocol', 'client', 'client']","['ocean', 'web', 'map', 'protocol']",phase1,2010,"['ocean', 'imagery', 'internet', 'web', 'map', 'protocol', 'file', 'distribution', 'protocol', 'image', 'property', 'image', 'layer', 'dimension', 'functionality', 'protocol', 'user', 'map', 'image', 'protocol', 'client', 'client', 'ocean', 'web', 'map', 'protocol']"
